#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97395	851584	855450	32071	35569	YDR021W	YNL271C	FAL1	BNI1	ATP-dependent RNA helicase FAL1|L000003480	PPF3|SHE5|formin BNI1|L000000190	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12099	-	NP_010304	P41832	-	NP_014128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2033243	851313	851584	31832	32071	YDL213C	YDR021W	NOP6	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2253	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: nop6 - fal1-1 [SGA score = -0.2253, P-value = 0.003759]	-	BIOGRID	Q07623	-	NP_010068	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2033401	851358	851584	31871	32071	YDL240W	YDR021W	LRG1	FAL1	L000000953	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1571	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lrg1 - fal1-1 [SGA score = -0.1571, P-value = 0.006435]	-	BIOGRID	P35688	-	NP_010041	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2033439	851353	851584	31868	32071	YDL244W	YDR021W	THI13	FAL1	S000007414	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2374	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: thi13 - fal1-1 [SGA score = -0.2374, P-value = 0.002342]	-	BIOGRID	Q07748	-	NP_010037	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035202	851811	851584	32277	32071	YDR225W	YDR021W	HTA1	FAL1	H2A1|SPT11|histone H2A|L000000827	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2512	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hta1 - fal1-1 [SGA score = -0.2512, P-value = 0.000421]	-	BIOGRID	P04911	-	NP_010511	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035320	851825	851584	32290	32071	YDR239C	YDR021W	YDR239C	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1868	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ydr239c - fal1-1 [SGA score = -0.1868, P-value = 4.932E-6]	-	BIOGRID	Q03780	-	NP_010525	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035452	851869	851584	32329	32071	YDR276C	YDR021W	PMP3	FAL1	SNA1	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3064	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pmp3 - fal1-1 [SGA score = -0.3064, P-value = 3.024E-9]	-	BIOGRID	P87284	-	NP_010562	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035494	851873	851584	32332	32071	YDR279W	YDR021W	RNH202	FAL1	Rnh2B	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1815	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rnh202 - fal1-1 [SGA score = -0.1815, P-value = 0.002235]	-	BIOGRID	Q05635	-	NP_010565	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035514	851877	851584	32336	32071	YDR283C	YDR021W	GCN2	FAL1	AAS1|AAS102|NDR2|serine/threonine-protein kinase GCN2|L000000681	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1613	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gcn2 - fal1-1 [SGA score = -0.1613, P-value = 1.421E-5]	-	BIOGRID	P15442	-	NP_010569	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2035751	851889	851584	32347	32071	YDR295C	YDR021W	HDA2	FAL1	PLO2	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1904	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hda2 - fal1-1 [SGA score = -0.1904, P-value = 4.371E-8]	-	BIOGRID	Q06629	-	NP_010581	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2037133	852049	851584	32495	32071	YDR439W	YDR021W	LRS4	FAL1	L000004395	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1522	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lrs4 - fal1-1 [SGA score = -0.1522, P-value = 0.001251]	-	BIOGRID	Q04087	-	NP_010727	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2037326	852066	851584	32510	32071	YDR456W	YDR021W	NHX1	FAL1	NHA2|VPL27|VPS44|bifunctional K:H/Na:H antiporter NHX1|L000004336	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2688	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: nhx1 - fal1-1 [SGA score = -0.2688, P-value = 5.292E-101]	-	BIOGRID	Q04121	-	NP_010744	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2038356	856702	851584	36717	32071	YEL013W	YDR021W	VAC8	FAL1	YEB3|protein anchor VAC8|L000004028	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1226	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: vac8-supp1 - fal1-1 [SGA score = -0.1226, P-value = 3.542E-7]	-	BIOGRID	P39968	-	NP_010903	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2038821	856670	851584	36688	32071	YEL041W	YDR021W	YEF1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5562	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: yef1 - fal1-1 [SGA score = -0.5562, P-value = 9.042E-62]	-	BIOGRID	P32622	-	NP_010873	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2039105	856647	851584	36667	32071	YEL062W	YDR021W	NPR2	FAL1	nitrogen permease regulating protein NPR2|L000001274	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1495	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: npr2 - fal1-1 [SGA score = -0.1495, P-value = 1.113E-30]	-	BIOGRID	P39923	-	NP_010852	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2039134	856644	851584	36664	32071	YEL065W	YDR021W	SIT1	FAL1	ARN3	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2976	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sit1 - fal1-1 [SGA score = -0.2976, P-value = 1.154E-7]	-	BIOGRID	P39980	-	NP_010849	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2040758	856884	851584	36890	32071	YER141W	YDR021W	COX15	FAL1	L000002578	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1475	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cox15 - fal1-1 [SGA score = -0.1475, P-value = 0.000566]	-	BIOGRID	P40086	-	NP_011068	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041025	856908	851584	36914	32071	YER161C	YDR021W	SPT2	FAL1	EXA1|SIN1|L000002028	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1973	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: spt2 - fal1-1 [SGA score = -0.1973, P-value = 1.139E-8]	-	BIOGRID	P06843	-	NP_011088	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041202	856924	851584	36930	32071	YER177W	YDR021W	BMH1	FAL1	APR6|14-3-3 family protein BMH1|L000000185	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2273	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bmh1 - fal1-1 [SGA score = -0.2273, P-value = 7.888E-7]	-	BIOGRID	P29311	-	NP_011104	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041417	850535	851584	31134	32071	YFL012W	YDR021W	YFL012W	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2637	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: yfl012w - fal1-1 [SGA score = -0.2637, P-value = 0.0007447]	-	BIOGRID	P43580	-	NP_116643	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041445	850527	851584	31128	32071	YFL018C	YDR021W	LPD1	FAL1	HPD1|dihydrolipoyl dehydrogenase|L000000951	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1223	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lpd1 - fal1-1 [SGA score = -0.1223, P-value = 0.004928]	-	BIOGRID	P09624	-	NP_116635	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041758	850559	851584	31157	32071	YFR008W	YDR021W	FAR7	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1528	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: far7 - fal1-1 [SGA score = -0.1528, P-value = 0.00685]	-	BIOGRID	P43592	-	NP_116663	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041781	850561	851584	31159	32071	YFR009W	YDR021W	GCN20	FAL1	putative AAA family ATPase GCN20|L000000689	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1268	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gcn20 - fal1-1 [SGA score = -0.1268, P-value = 0.02481]	-	BIOGRID	P43535	-	NP_116664	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2041863	850579	851584	31176	32071	YFR023W	YDR021W	PES4	FAL1	L000001381	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2592	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pes4 - fal1-1 [SGA score = -0.2592, P-value = 1.801E-5]	-	BIOGRID	P39684	-	NP_116678	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2042187	852882	851584	33243	32071	YGL002W	YDR021W	ERP6	FAL1	L000004683	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2358	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: erp6 - fal1-1 [SGA score = -0.2358, P-value = 0.001059]	-	BIOGRID	P53198	-	NP_011513	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2042299	852870	851584	33232	32071	YGL014W	YDR021W	PUF4	FAL1	YGL023	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2044	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: puf4 - fal1-1 [SGA score = -0.2044, P-value = 7.852E-7]	-	BIOGRID	P25339	-	NP_011501	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2042501	852837	851584	33203	32071	YGL045W	YDR021W	RIM8	FAL1	ART9|PAL3|YGL046W|L000004171	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1869	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rim8 - fal1-1 [SGA score = -0.1869, P-value = 8.476E-62]	-	BIOGRID	P53179	-	NP_011470	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2042859	852813	851584	33180	32071	YGL067W	YDR021W	NPY1	FAL1	NAD(+) diphosphatase|S000007505	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1951	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: npy1 - fal1-1 [SGA score = -0.1951, P-value = 0.006525]	-	BIOGRID	P53164	-	NP_011448	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2043223	852753	851584	33127	32071	YGL124C	YDR021W	MON1	FAL1	AUT12	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2301	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mon1 - fal1-1 [SGA score = -0.2301, P-value = 4.449E-6]	-	BIOGRID	P53129	-	NP_011391	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2043507	852721	851584	33098	32071	YGL156W	YDR021W	AMS1	FAL1	L000000084	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1224	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ams1 - fal1-1 [SGA score = -0.1224, P-value = 0.0106]	-	BIOGRID	P22855	-	NP_011359	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2043878	852663	851584	33047	32071	YGL209W	YDR021W	MIG2	FAL1	MLZ1|L000003254	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2186	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mig2 - fal1-1 [SGA score = -0.2186, P-value = 0.0002112]	-	BIOGRID	P53035	-	NP_011306	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2043913	852661	851584	33045	32071	YGL211W	YDR021W	NCS6	FAL1	TUC1|YGL210W-A	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1603	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ncs6 - fal1-1 [SGA score = -0.1603, P-value = 0.002832]	-	BIOGRID	P53088	-	NP_011304	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2043972	852659	851584	33043	32071	YGL213C	YDR021W	SKI8	FAL1	REC103|SKI complex subunit WD repeat protein SKI8|L000001906	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1567	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ski8 - fal1-1 [SGA score = -0.1567, P-value = 0.00417]	-	BIOGRID	Q02793	-	NP_011302	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
